CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,CSD_years,SMILES
XAJHUM,-6997.356966,-0.153929,4.9103,-1.3169,0.1295,-0.19764,-0.06814,483.91006,1965-2020,
NAFLIQ,-2087.76958,-0.105741,8.7475,-0.88746,0.1045,-0.21309,-0.10859,262.28171,1965-2020,
YEJVUG,-3664.794433,-0.131252,3.5474,0.70001,0.03939,-0.1705,-0.13111,441.038508,1965-2020,
CIRQUP,-4674.83745,-0.186025,6.3623,0.71206,0.06101,-0.19045,-0.12944,490.525625,1965-2020,
LEFSEV,-3070.939029,-0.196173,5.7693,-0.83214,0.1075,-0.1968,-0.0893,486.058953,1965-2020,
ONUZII,-4315.737342,-0.315068,0.0084,0.56181,0.13094,-0.28581,-0.15487,810.227049,1965-2020,
TOGXAO,-4358.09374,-0.252556,3.7376,-0.7093,0.1233,-0.16854,-0.04524,662.3306,1965-2020,
PIRTUH,-2721.71651,-0.213758,4.7817,-0.86689,0.13189,-0.17852,-0.04663,590.4251,1965-2020,
TAJZUZ,-1957.994515,-0.063044,4.2897,-0.91832,0.14575,-0.19101,-0.04526,193.452581,1965-2020,
BALCOJ,-3002.800132,-0.132274,1.0606,0.08839,0.02787,-0.08647,-0.0586,428.491958,1965-2020,
FAHLAE,-3355.770642,-0.104948,4.2048,0.8053,0.03687,-0.18931,-0.15244,379.331918,1965-2020,
TIYDUB,-3040.357075,-0.182879,5.3341,0.73614,0.05888,-0.15946,-0.10058,474.822668,1965-2020,
PORHUA,-2962.939751,-0.166561,3.2526,0.65297,0.06275,-0.15706,-0.09431,452.419016,1965-2020,
HIBYEX,-8571.387793,-0.307456,11.8266,-1.56083,0.10315,-0.15988,-0.05673,797.26678,1965-2020,
RAFWOM,-2426.718902,-0.188365,5.5357,0.62771,0.1008,-0.2684,-0.1676,559.922289,1965-2020,
MIYRIW,-3717.414272,-0.251337,1.499,-0.37093,0.08971,-0.17233,-0.08262,689.346692,1965-2020,
RUGTUI,-2464.647757,-0.0771,4.5097,0.74253,0.05861,-0.0568,0.00181,268.060474,1965-2020,
ZAYFOX,-7521.093327,-0.09415,5.7187,0.69206,0.04685,-0.17288,-0.12603,318.332658,1965-2020,
OLITOT,-2111.560706,-0.077101,4.7955,-0.94984,0.15445,-0.20391,-0.04946,233.572681,1965-2020,
QATBEV,-5211.819351,-0.241731,3.7544,-1.33944,0.13284,-0.19167,-0.05883,644.954415,1965-2020,
KITTUF,-4525.866101,-0.293766,5.9449,-1.30397,0.13583,-0.18877,-0.05294,772.622778,1965-2020,
XUSBET,-2489.219431,-0.093656,2.6265,0.69466,0.05331,-0.17059,-0.11728,297.334663,1965-2020,
ACACMN,-2185.931523,-0.057165,0.276,0.84815,0.0385,-0.16294,-0.12444,219.437991,1965-2020,
XEHBUH,-1076.63276,-0.0501,7.7386,-1.00036,0.16342,-0.20808,-0.04466,229.827422,1965-2020,
FUYZEF,-3861.412032,-0.325914,6.1439,-0.20361,0.01485,-0.23189,-0.21704,792.058179,1965-2020,
TIYCUA,-2528.304518,-0.108985,2.1846,0.73754,0.05408,-0.15081,-0.09673,323.31383,1965-2020,
TCACTC,-2266.852557,-0.137947,5.4952,0.16609,0.03783,-0.14936,-0.11153,426.942509,1965-2020,
KEWTOW,-3890.537939,-0.221909,3.7802,-0.67349,0.10205,-0.15276,-0.05071,640.303575,1965-2020,
NUGTAK,-3734.127646,-0.188347,2.3784,0.55967,0.03628,-0.14812,-0.11184,509.552168,1965-2020,
REHBOW,-2670.937003,-0.100571,0.0034,0.75818,0.05864,-0.03795,0.02069,317.359371,1965-2020,
ADOJIP,-4312.901654,-0.3461,1.4701,-0.90163,0.12221,-0.19595,-0.07374,821.855966,1965-2020,
YOKTIB,-1529.093056,-0.038306,0.0037,0.20683,0.01623,-0.27818,-0.26195,201.395071,1965-2020,
BICLIJ,-2563.195521,-0.091405,5.7568,0.75106,0.05428,-0.15565,-0.10137,296.928199,1965-2020,
RUWNEE,-5789.800417,-0.303249,4.3532,0.02574,0.08114,-0.27482,-0.19368,754.682132,1965-2020,
DIHCIH,-4283.845419,-0.291926,4.7446,-0.40241,0.042,-0.15743,-0.11543,796.595931,1965-2020,
BICTOX,-2010.160597,-0.035489,5.4997,-0.47011,0.12485,-0.20704,-0.08219,131.160602,1965-2020,
DOQTUZ,-1838.072494,-0.050426,0.4371,-0.94529,0.13389,-0.25914,-0.12525,164.53254,1965-2020,
MIKWEK,-3654.120178,-0.179329,6.8993,0.6166,0.04508,-0.1901,-0.14502,532.595935,1965-2020,
CIYGOH,-6846.139789,-0.413512,0.0184,-1.34255,0.11049,-0.23868,-0.12819,1022.593712,1965-2020,
BOFLIT,-2903.292773,-0.090086,7.3704,0.57856,0.04944,-0.1611,-0.11166,315.309433,1965-2020,
CEDTUB,-3496.688949,-0.200622,11.9738,-0.04398,0.12756,-0.1832,-0.05564,538.596047,1965-2020,
KAPQOI,-1226.256329,-0.075501,4.8058,-0.33315,0.10413,-0.25161,-0.14748,213.128842,1965-2020,
NODVEK,-4507.171331,-0.210267,1.9222,0.60958,0.01678,-0.14969,-0.13291,633.734423,1965-2020,
FENMIX,-3201.848765,-0.133377,0.0414,0.50009,0.04014,-0.04195,-0.00181,409.622381,1965-2020,
VAVCIF,-3788.776756,-0.256021,2.9773,-0.41082,0.09193,-0.17388,-0.08195,673.600757,1965-2020,
YOWGOG,-2600.036521,-0.086142,1.6644,0.74163,0.0589,-0.16861,-0.10971,312.415443,1965-2020,
RUWDUK,-3963.604643,-0.303212,4.0525,0.10827,0.08229,-0.27559,-0.1933,751.229228,1965-2020,
KELMEV,-4085.456051,-0.212977,6.0361,0.15998,0.02103,-0.15606,-0.13503,600.496537,1965-2020,
JIFVOJ,-3923.467716,-0.231562,6.0672,0.4731,0.08061,-0.16996,-0.08935,628.824268,1965-2020,
NILKAU,-2810.296236,-0.235705,3.6894,0.25688,0.03589,-0.16926,-0.13337,616.190939,1965-2020,
ERELUI,-3221.137513,-0.291896,15.7352,-1.17194,0.02287,-0.19238,-0.16951,704.348219,1965-2020,
PAVGIC,-2499.419647,-0.21635,2.2828,-0.74928,0.04349,-0.11496,-0.07147,557.179582,1965-2020,
GEPGUF,-3149.545498,-0.218119,4.829,-0.32028,0.10332,-0.16398,-0.06066,609.42935,1965-2020,
EZABAK,-4521.500244,-0.102593,15.7019,-1.08122,0.06843,-0.17656,-0.10813,349.730387,1965-2020,
JOVWIC,-3890.06069,-0.252086,3.6915,0.55907,0.11885,-0.26409,-0.14524,725.121835,1965-2020,
POLDOJ,-2414.053464,-0.085416,4.0669,0.70572,0.04872,-0.16233,-0.11361,292.676886,1965-2020,
QAYYEU,-2893.238604,-0.156184,0.1946,0.78081,0.04546,-0.16252,-0.11706,429.117756,1965-2020,
YIVRUQ,-2147.221754,-0.073267,4.5864,-0.85834,0.10769,-0.20214,-0.09445,241.475924,1965-2020,
LOGYEN,-5131.49258,-0.200204,0.3111,0.91507,0.02032,-0.28335,-0.26303,588.996856,1965-2020,
PEBNAN,-4111.019912,-0.206413,0.0013,0.93422,0.02423,-0.309,-0.28477,596.492239,1965-2020,
MEPKOI,-4735.844904,-0.338949,12.8606,-0.78847,0.07783,-0.18489,-0.10706,1081.214229,1965-2020,
BIZBES,-3070.999796,-0.139003,6.179,0.58025,0.05464,-0.15799,-0.10335,382.453021,1965-2020,
NODDAL,-2113.195009,-0.120901,5.202,0.72373,0.03503,-0.19234,-0.15731,350.773259,1965-2020,
GUVJIQ,-3451.041835,-0.229449,6.9735,-0.3292,0.03515,-0.27785,-0.2427,611.006597,1965-2020,
ROGYAP,-3022.382422,-0.192472,6.0588,0.0642,0.08228,-0.29573,-0.21345,479.887864,1965-2020,
BELBAX,-803.412847,-0.078291,5.6424,-0.74204,0.14777,-0.08919,0.05858,225.697758,1965-2020,
FEVXUA,-3103.649931,-0.149367,0.2473,0.65571,0.05131,-0.27981,-0.2285,478.411316,1965-2020,
NIKBEP,-3293.616308,-0.189124,0.0004,0.939,0.02025,-0.27781,-0.25756,539.967642,1965-2020,
ECISOA,-2833.441008,-0.147567,0.0025,0.83234,0.05901,-0.2754,-0.21639,395.906313,1965-2020,
DOWBAT,-2965.914697,-0.120122,3.0451,-0.92733,0.14927,-0.20788,-0.05861,422.535158,1965-2020,
JOVSEU,-3890.062866,-0.255016,3.4416,0.56083,0.12051,-0.26583,-0.14532,725.062431,1965-2020,
DUMVIQ,-2883.210562,-0.126393,2.5624,-0.75799,0.12866,-0.12764,0.00102,308.343624,1965-2020,
WECKOE,-664.919141,-0.021109,8.8573,1.67002,0.17133,-0.27368,-0.10235,129.40384,1965-2020,
PAVHID,-2498.638433,-0.224295,2.1644,-0.26245,0.05113,-0.27288,-0.22175,581.799951,1965-2020,
FATQIB,-2678.780983,-0.088591,3.6457,0.74513,0.05962,-0.16995,-0.11033,323.466371,1965-2020,
CUZTIB,-2603.657149,-0.094492,2.2581,0.70299,0.04521,-0.15189,-0.10668,314.180677,1965-2020,
XIVYUY,-7521.109747,-0.113375,8.2355,0.61391,0.05904,-0.28942,-0.23038,334.672261,1965-2020,
XUSBUJ,-2449.925755,-0.088298,2.8716,0.6941,0.05309,-0.17008,-0.11699,285.668146,1965-2020,
VIWMIY,-2387.337347,-0.069805,3.1617,0.73724,0.05996,-0.17273,-0.11277,262.472943,1965-2020,
ZOVNUT,-2179.408234,-0.088843,6.2193,0.73609,0.05037,-0.29612,-0.24575,233.975719,1965-2020,
QEWNEO,-3062.312929,-0.155548,0.0153,0.79416,0.06098,-0.26266,-0.20168,429.663368,1965-2020,
QOVSOJ,-2415.274213,-0.095725,3.7444,0.68566,0.05671,-0.17036,-0.11365,297.553664,1965-2020,
YARDIE,-2107.078083,-0.150351,4.7055,-1.18382,0.08215,-0.15249,-0.07034,442.498705,1965-2020,
MOGSAC,-727.342671,-0.06384,4.866,-1.3013,0.16391,-0.09704,0.06687,199.637983,1965-2020,
XIVYAE,-7521.109764,-0.113376,8.2252,0.61379,0.05904,-0.28942,-0.23038,334.672128,1965-2020,
ECISEQ,-3062.322386,-0.157536,0.0026,0.82492,0.05995,-0.26719,-0.20724,429.796532,1965-2020,
QIDNAT,-5219.839478,-0.253576,3.703,-1.96141,0.10496,-0.20449,-0.09953,607.493731,1965-2020,
EBAYIR,-3606.989356,-0.238059,4.7822,-0.31432,0.04273,-0.16016,-0.11743,639.980278,1965-2020,
JESWIN,-2274.560076,-0.081866,7.6862,-0.85966,0.14531,-0.22463,-0.07932,230.24764,1965-2020,
HOGRAZ,-2697.370944,-0.102329,2.1408,0.26586,0.09748,-0.20611,-0.10863,277.666736,1965-2020,
XIVZAF,-7521.109748,-0.113359,8.2053,0.614,0.059,-0.2894,-0.2304,334.672515,1965-2020,
CAHHEB,-2603.690033,-0.119465,2.1007,0.60428,0.05786,-0.27027,-0.21241,329.784731,1965-2020,
ALIQOD,-4615.387189,-0.098843,4.9395,0.78922,0.04057,-0.19456,-0.15399,377.040487,1965-2020,
NIQZIW,-3992.578682,-0.235884,4.1839,-1.19278,0.06718,-0.16567,-0.09849,635.893487,1965-2020,
MOTCMN,-4514.905622,-0.102672,0.1785,-0.05748,0.05127,-0.1688,-0.11753,338.5209,1965-2020,
SUZSAH,-2367.960431,-0.068598,7.8638,0.65991,0.04758,-0.18586,-0.13828,243.801372,1965-2020,
HUPPEO,-1635.170988,-0.05925,8.8933,-0.94738,0.11815,-0.19367,-0.07552,248.673102,1965-2020,
MOZWAA,-2690.113301,-0.093584,4.0038,0.73554,0.06106,-0.17423,-0.11317,297.545859,1965-2020,
NOSHUA,-3335.758479,-0.150117,0.713,0.79757,0.04019,-0.1677,-0.12751,526.200922,1965-2020,
TIYDEL,-2911.576868,-0.140283,1.8335,0.78889,0.05711,-0.1573,-0.10019,425.562614,1965-2020,
KICMIT,-1011.567137,-0.091031,20.7108,-0.83136,0.01123,-0.1748,-0.16357,267.757249,1965-2020,
EZILIJ,-4492.226073,-0.200504,3.8702,-2.18161,0.17717,-0.32354,-0.14637,514.713661,1965-2020,
SAWXAR,-4503.369139,-0.267046,4.1166,0.47454,0.0216,-0.16021,-0.13861,701.854726,1965-2020,
BELBEB,-689.028068,-0.062447,4.0901,1.01862,0.04282,-0.04814,-0.00532,214.828174,1965-2020,
WAXRES,-2305.706266,-0.08726,2.706,-0.72756,0.1385,-0.1715,-0.033,246.113681,1965-2020,
QEMLEZ,-4695.449685,-0.269952,7.837,-1.97493,0.14892,-0.29345,-0.14453,632.283235,1965-2020,
MIKWIO,-3515.363174,-0.154399,4.5756,0.24298,0.07428,-0.21264,-0.13836,483.00711,1965-2020,
OGEJUF,-4032.297139,-0.2876,2.1711,-0.15889,0.08126,-0.16289,-0.08163,743.765085,1965-2020,
BEPVUN,-3224.741544,-0.119344,2.7606,0.72916,0.04789,-0.16471,-0.11682,418.28024,1965-2020,
ITIFUN,-4380.420319,-0.126983,7.3335,0.63277,0.03788,-0.17191,-0.13403,423.060178,1965-2020,
XAGMUO,-2076.024675,-0.229848,0.0049,0.4316,0.14573,-0.2557,-0.10997,539.062196,1965-2020,
RUWNUU,-6077.29719,-0.306414,4.781,0.03894,0.08065,-0.27461,-0.19396,758.075384,1965-2020,
HIKSOK,-2424.764461,-0.094001,12.2903,0.53434,0.05585,-0.1413,-0.08545,295.967123,1965-2020,
NAGXOL,-2138.894081,-0.158623,5.3416,1.2554,0.08263,-0.17087,-0.08824,518.240238,1965-2020,
HAXYOV,-4695.506678,-0.337453,1.8192,0.58122,0.02465,-0.26597,-0.24132,891.186091,1965-2020,
EXIDUK,-3658.464515,-0.094111,6.638,0.6532,0.04634,-0.18891,-0.14257,290.535151,1965-2020,
CAHGUQ,-2603.690128,-0.119497,2.0945,0.60132,0.0579,-0.27035,-0.21245,329.782614,1965-2020,
SAPJUO,-2169.676826,-0.097693,3.5133,0.85432,0.05854,-0.28179,-0.22325,244.374149,1965-2020,
LICDOQ,-1051.951851,-0.095947,12.9187,-0.07424,0.10508,-0.22496,-0.11988,282.166159,1965-2020,
CIMXUS,-1753.474616,-0.043537,2.2513,-1.19523,0.16708,-0.20846,-0.04138,160.307634,1965-2020,
JATDAJ,-2642.943812,-0.100353,2.3939,0.69633,0.04607,-0.15292,-0.10685,325.869722,1965-2020,
GOJDOB,-2720.329176,-0.115863,5.6611,0.70352,0.03381,-0.1455,-0.11169,348.326763,1965-2020,
RUWHIC,-3676.107971,-0.300337,3.709,0.09333,0.08218,-0.27544,-0.19326,747.832531,1965-2020,
REDPUL,-3196.222577,-0.31423,13.5104,-0.70103,0.03181,-0.1742,-0.14239,739.489492,1965-2020,
JOHPAY,-3273.30579,-0.196248,2.5669,0.63241,0.05489,-0.16079,-0.1059,464.273364,1965-2020,
MOMMAC,-3278.789843,-0.203851,4.841,-0.93206,0.11667,-0.18719,-0.07052,526.361155,1965-2020,
JUZSEC,-761.706107,-0.03578,1.2869,-0.34915,0.01934,-0.21914,-0.1998,190.035854,1965-2020,
SIFVOT,-2563.333942,-0.093139,0.0374,0.31303,0.02529,-0.31421,-0.28892,294.401337,1965-2020,
LESSAE,-2719.603037,-0.071832,8.7749,0.38232,0.04153,-0.29987,-0.25834,199.602309,1965-2020,
CODLOY,-3881.199759,-0.186537,5.0588,0.44593,0.06606,-0.18017,-0.11411,485.592655,1965-2020,
MAYLIH,-10869.934031,-0.064465,8.0245,-0.26106,0.0215,-0.03086,-0.00936,272.045721,1965-2020,
SELKEZ,-4318.463916,-0.206905,3.9891,-1.10684,0.10319,-0.16987,-0.06668,554.565387,1965-2020,
OGEKAM,-3504.097292,-0.230945,2.5519,0.40504,0.08478,-0.16982,-0.08504,653.827921,1965-2020,
UZUGIG,-2214.253607,-0.213324,2.742,0.81808,0.05356,-0.15394,-0.10038,582.791645,1965-2020,
JATMOH,-2022.989382,-0.084906,5.6748,-0.84677,0.14233,-0.22268,-0.08035,238.115862,1965-2020,
ZAHXUE,-22839.417323,-0.099654,1.9528,0.73724,0.05861,-0.07408,-0.01547,388.619581,1965-2020,
COXQIP,-3161.33483,-0.12849,11.4212,0.77205,0.04298,-0.18883,-0.14585,364.420872,1965-2020,
KOWTEX,-2682.248707,-0.108088,2.1666,0.6966,0.04774,-0.15366,-0.10592,337.249334,1965-2020,
IREQUR,-3921.467526,-0.205152,5.1798,-1.92085,0.11759,-0.17379,-0.0562,528.898549,1965-2020,
MAXBIY,-4459.000539,-0.139758,7.1972,0.6511,0.04152,-0.17168,-0.13016,446.232163,1965-2020,
BICXIV,-3829.021896,-0.274412,15.805,-0.49211,0.05079,-0.27879,-0.228,672.018042,1965-2020,
BEJJUW,-5946.440907,-0.197557,2.3695,-0.35458,0.09752,-0.18152,-0.084,429.743488,1965-2020,
AVIBAJ,-1828.728967,-0.171669,1.682,0.11382,0.0944,-0.16415,-0.06975,463.491014,1965-2020,
ZOPLEX,-2881.217948,-0.208389,4.6186,-0.63302,0.09986,-0.1673,-0.06744,527.653982,1965-2020,
JANDAE,-2676.016021,-0.30867,10.1838,-0.49845,0.12809,-0.19847,-0.07038,661.297262,1965-2020,
YEWSOI,-8305.876898,-0.242112,4.2892,-0.3414,0.05712,-0.14149,-0.08437,561.0862,1965-2020,
TIYWUV,-3686.037785,-0.298621,1.2053,-0.44099,0.0444,-0.16029,-0.11589,671.14567,1965-2020,
LINRIK,-5156.697128,-0.137919,7.5517,0.32108,0.09413,-0.26205,-0.16792,354.948206,1965-2020,
TEYVOI,-4383.939847,-0.28556,5.545,-1.16569,0.10399,-0.17361,-0.06962,680.460546,1965-2020,
AKAZOC,-5608.481882,-0.205371,7.6564,0.49954,0.06466,-0.26898,-0.20432,461.00824,1965-2020,
XISYIH,-5315.148114,-0.471745,6.4309,-0.11325,0.09299,-0.17551,-0.08252,1127.51728,1965-2020,
LOLTEL,-2660.285481,-0.212544,5.0401,-0.29599,0.09671,-0.13766,-0.04095,523.15672,1965-2020,
XUHLOC,-6150.189909,-0.206999,3.8226,0.16977,0.10429,-0.20398,-0.09969,641.960188,1965-2020,
SOLGEI,-6605.088367,-0.563557,1.5272,-0.76701,0.09283,-0.15044,-0.05761,1204.171085,1965-2020,
MEJZEG,-5743.931378,-0.181723,3.398,-0.64808,0.11174,-0.18319,-0.07145,456.018564,1965-2020,
WAVDON,-2689.163555,-0.255469,3.427,-0.54913,0.14436,-0.28341,-0.13905,593.188896,1965-2020,
FOMWIP,-14194.619287,-0.258518,0.001,0.69031,0.05241,-0.16702,-0.11461,748.719569,1965-2020,
SIFXIO,-2743.369887,-0.22087,4.2778,-0.97617,0.12214,-0.16066,-0.03852,538.539741,1965-2020,
EKETOE,-4474.041301,-0.171863,0.3774,0.07535,0.10096,-0.19999,-0.09903,528.191623,1965-2020,
IBETUF,-4659.645555,-0.180824,0.4533,0.08975,0.10026,-0.2056,-0.10534,559.329235,1965-2020,
INEDEM,-5653.664999,-0.205663,6.907,0.70097,0.0547,-0.15796,-0.10326,462.361616,1965-2020,
TOGKOR,-6853.466729,-0.28742,8.9012,-0.6595,0.11185,-0.15823,-0.04638,711.652982,1965-2020,
JENDIQ,-2847.546955,-0.296978,8.8847,-0.9306,0.12214,-0.17813,-0.05599,680.293594,1965-2020,
GOFBIM,-3729.450841,-0.269533,4.8244,-1.39092,0.14098,-0.18298,-0.042,666.534443,1965-2020,
RIZVED,-3205.003316,-0.242636,4.0215,-0.19681,0.12888,-0.17897,-0.05009,631.913514,1965-2020,
QANMIB,-4152.459836,-0.313845,5.2894,0.68777,0.10768,-0.15915,-0.05147,737.285941,1965-2020,
NACXEW,-4193.967457,-0.256154,0.1657,0.41718,0.06121,-0.18412,-0.12291,608.928809,1965-2020,
SAXTEQ,-5276.834603,-0.353534,7.4438,0.31041,0.07401,-0.08008,-0.00607,864.985222,1965-2020,
SEMWUE,-812.666963,-0.097154,9.4364,-0.36075,0.11262,-0.21763,-0.10501,252.588264,1965-2020,
RIZTOK,-4922.18573,-0.39565,5.7462,-0.46791,0.10908,-0.16658,-0.0575,937.865265,1965-2020,
EKEVAS,-5718.017964,-0.182158,1.1823,0.07585,0.10369,-0.19422,-0.09053,564.366377,1965-2020,
HIKBUB,-4363.777596,-0.349431,3.7874,-0.91752,0.1448,-0.29987,-0.15507,793.313582,1965-2020,
WAWMAK,-2491.431262,-0.219325,1.3056,-0.91719,0.1728,-0.19032,-0.01752,515.830581,1965-2020,
PANGOA,-3865.82194,-0.185939,0.0615,-0.93422,0.12184,-0.18327,-0.06143,534.184375,1965-2020,
HIWVOA,-3694.045043,-0.294938,10.7719,-0.67137,0.12345,-0.26665,-0.1432,688.525135,1965-2020,
RONQAP,-988.68742,-0.145,10.1175,0.01496,0.12311,-0.24331,-0.1202,331.059387,1965-2020,
GOBGOU,-2528.806627,-0.23776,5.3643,-0.85202,0.1187,-0.16501,-0.04631,584.086403,1965-2020,
TOWWUX,-2916.452362,-0.28818,3.7344,-0.63455,0.13059,-0.28823,-0.15764,645.555145,1965-2020,
SIYYOQ,-869.410964,-0.110925,10.2538,-0.20514,0.15566,-0.21902,-0.06336,271.415232,1965-2020,
XEBDIR,-9194.644279,-0.21568,8.5681,0.37254,0.06681,-0.13973,-0.07292,555.39814,1965-2020,
UBOMEG,-8053.013033,-0.189104,10.0893,0.01142,0.08797,-0.12321,-0.03524,427.050103,1965-2020,
KOLSEJ,-2302.897582,-0.207386,12.8032,-0.40132,0.11259,-0.21562,-0.10303,541.264306,1965-2020,
ZEHZOD,-4279.310768,-0.255925,5.3811,-0.15652,0.11455,-0.19007,-0.07552,607.703472,1965-2020,
GAVFUE,-3883.320872,-0.233353,1.9564,-1.22663,0.09454,-0.19267,-0.09813,629.37468,1965-2020,
CANPAJ,-1278.141311,-0.156698,10.3281,-0.19716,0.11348,-0.21398,-0.1005,384.181961,1965-2020,
OVOREY,-2192.550281,-0.207442,3.9745,-1.71376,0.17834,-0.20868,-0.03034,446.972954,1965-2020,
MEMGIV,-958.409359,-0.129802,11.6657,-0.21777,0.13039,-0.21585,-0.08546,300.376298,1965-2020,
FIFMOZ,-5387.917877,-0.48134,1.506,0.9614,0.07126,-0.15059,-0.07933,1076.335689,1965-2020,
CEGWOD,-6332.39456,-0.58875,2.6754,-0.87663,0.08175,-0.05087,0.03088,1299.213543,1965-2020,
EBESIQ,-4103.560724,-0.23993,1.4437,-1.17166,0.12575,-0.16206,-0.03631,593.812263,1965-2020,
ISUHUA,-5616.373556,-0.232167,5.6297,-0.7244,0.12207,-0.17372,-0.05165,597.185342,1965-2020,
ODIBOS,-2512.788599,-0.221013,0.2458,-0.22165,0.13967,-0.28447,-0.1448,515.328241,1965-2020,
FUVDEF,-843.916511,-0.101407,8.9152,-0.26637,0.12676,-0.20127,-0.07451,260.261413,1965-2020,
UZUYAQ,-2628.095141,-0.211543,9.0087,-0.83446,0.1189,-0.21795,-0.09905,517.287159,1965-2020,
HIZQOW,-1554.439171,-0.147188,21.0842,-0.87575,0.13003,-0.19851,-0.06848,372.650406,1965-2020,
YENJUX,-1687.887916,-0.144021,9.0203,-0.37482,0.08902,-0.21756,-0.12854,346.283439,1965-2020,
MAMNOD,-3415.239946,-0.165708,3.6386,0.5421,0.01478,-0.29938,-0.2846,439.096376,1965-2020,
OSEMEF,-1995.65948,-0.160565,10.0634,-0.31761,0.10994,-0.20041,-0.09047,391.319439,1965-2020,
GAQHOW,-932.958735,-0.120868,12.1088,-0.20335,0.13196,-0.21568,-0.08372,289.163992,1965-2020,
QOLYEV,-4060.10821,-0.43496,0.1826,0.3236,0.07501,-0.16669,-0.09168,1040.890318,1965-2020,
AFAPII,-2255.601519,-0.212635,0.6981,-1.61878,0.16434,-0.17787,-0.01353,512.854894,1965-2020,
XOSPIG,-4477.687812,-0.186436,8.1048,0.34355,0.07671,-0.02999,0.04672,467.995398,1965-2020,
BEBYOX,-2943.87419,-0.266776,4.548,-0.46985,0.10293,-0.16118,-0.05825,612.973767,1965-2020,
ZERDIM,-8232.181075,-0.187526,0.0151,0.3243,0.05469,-0.13943,-0.08474,570.396866,1965-2020,
ONESOQ,-4549.307684,-0.178373,1.5976,0.05954,0.09369,-0.19077,-0.09708,572.452769,1965-2020,
IFENAJ,-2765.556914,-0.203868,1.4462,-0.08452,0.04916,-0.15606,-0.1069,530.53911,1965-2020,
QAHYED,-2831.641068,-0.111409,5.0248,-0.38644,0.09056,-0.1996,-0.10904,333.878434,1965-2020,
YAMDIA,-2975.353129,-0.272692,1.685,-0.5652,0.08206,-0.29099,-0.20893,662.997419,1965-2020,
JENDEM,-2768.956811,-0.276372,9.176,-0.97135,0.13155,-0.1819,-0.05035,656.864434,1965-2020,
EGOLAO,-2407.276411,-0.227027,3.0031,-0.36866,0.11465,-0.14068,-0.02603,516.545687,1965-2020,
CILHUB,-1278.155914,-0.157956,10.5862,-0.17457,0.12695,-0.21266,-0.08571,384.135538,1965-2020,
AMUPII,-2340.190064,-0.190145,11.0409,-0.44585,0.08377,-0.19257,-0.1088,438.487715,1965-2020,
HOTXEU,-2423.802486,-0.242953,7.5459,-0.86248,0.13109,-0.17811,-0.04702,559.546505,1965-2020,
AYOSOY,-4074.177019,-0.239615,3.8099,0.94665,0.0911,-0.1801,-0.089,670.397242,1965-2020,
QEKPIF,-4543.761002,-0.373997,5.1101,-1.10691,0.10465,-0.28459,-0.17994,864.289105,1965-2020,
FECNOR,-2106.640098,-0.187131,1.4773,-0.56198,0.13442,-0.30377,-0.16935,440.23482,1965-2020,
EPAKEN,-3591.226711,-0.211347,3.8147,-0.38706,0.12966,-0.28419,-0.15453,512.828497,1965-2020,
JICCIK,-1314.588163,-0.092238,4.2653,0.27188,0.08498,-0.27851,-0.19353,299.868204,1965-2020,
BAMPAG,-4050.17234,-0.286632,4.644,-1.55601,0.12099,-0.16245,-0.04146,676.397349,1965-2020,
DORLED,-2858.451273,-0.244778,3.0521,-0.96193,0.04457,-0.14204,-0.09747,584.731063,1965-2020,
JIYREP,-6528.791474,-0.26033,7.0451,-0.64449,0.08123,-0.15299,-0.07176,634.633618,1965-2020,
OVORIC,-1984.637249,-0.173426,4.1656,-1.76755,0.18587,-0.24099,-0.05512,396.021647,1965-2020,
OGELOE,-5306.653909,-0.151306,8.2083,0.37808,0.07015,-0.26643,-0.19628,386.025326,1965-2020,
HOSGIG,-1773.545547,-0.180325,8.8155,-1.10134,0.14631,-0.19907,-0.05276,454.679372,1965-2020,
IZUJOD,-5922.569208,-0.137341,10.2631,-0.53804,0.09762,-0.18057,-0.08295,358.94903,1965-2020,
ZOWPUY,-2428.839136,-0.13648,7.8246,0.15137,0.10763,-0.18847,-0.08084,375.260097,1965-2020,
HAXJEW,-1562.041924,-0.139835,12.8464,0.00363,0.11121,-0.1937,-0.08249,341.307365,1965-2020,
FICBAX,-3643.727357,-0.253679,10.4925,-0.4541,0.07108,-0.27149,-0.20041,622.383819,1965-2020,
LOBTOL,-1628.031731,-0.152838,10.5223,-0.73669,0.13305,-0.21565,-0.0826,397.122625,1965-2020,
NUWGIV,-1961.381394,-0.114683,3.876,-1.32522,0.21191,-0.17839,0.03352,293.203156,1965-2020,
CEHVIX,-5437.231683,-0.367097,1.9056,0.52687,0.07097,-0.157,-0.08603,928.010603,1965-2020,
ROWVAC,-2849.728018,-0.24191,2.8468,-0.61412,0.10022,-0.14908,-0.04886,618.516355,1965-2020,
YEBHOD,-1009.911004,-0.099475,14.4148,-0.38303,0.07831,-0.20032,-0.12201,282.684033,1965-2020,
FOPSAG,-6551.233732,-0.20941,1.8111,-0.68437,0.12785,-0.27543,-0.14758,485.958419,1965-2020,
ROWTUU,-2771.134854,-0.232226,4.2519,-0.57798,0.10453,-0.15725,-0.05272,595.379632,1965-2020,
